Date,Metric,CPI_Value
2000-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",196.1
2001-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",196.8
2001-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",197.5
2001-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",198.3
2001-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",198.8
2001-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",199.6
2001-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",200.5
2001-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",200.9
2001-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",201.8
2001-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",202.0
2001-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",202.5
2001-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",203.5
2001-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",204.3
2002-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",205.1
2002-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",206.0
2002-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",206.3
2002-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",207.0
2002-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",207.4
2002-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",207.8
2002-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",208.2
2002-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",208.9
2002-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",209.4
2002-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",209.7
2002-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",210.4
2002-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",210.8
2003-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",211.5
2003-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",211.6
2003-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",211.5
2003-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",211.6
2003-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",212.6
2003-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",212.6
2003-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",213.2
2003-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",213.6
2003-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",214.0
2003-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",214.7
2003-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",215.1
2003-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",215.5
2004-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",215.9
2004-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",215.8
2004-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",217.0
2004-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",217.8
2004-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",218.5
2004-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",218.9
2004-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",219.3
2004-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",219.6
2004-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",220.4
2004-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",220.7
2004-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",220.9
2004-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",221.3
2005-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",221.7
2005-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",222.5
2005-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",223.7
2005-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",223.7
2005-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",223.8
2005-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",224.0
2005-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",224.6
2005-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",224.9
2005-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",224.6
2005-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",225.8
2005-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",226.5
2005-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",227.1
2006-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",227.5
2006-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",228.3
2006-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",229.3
2006-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",230.1
2006-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",231.0
2006-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",231.9
2006-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",232.7
2006-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",233.5
2006-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",234.0
2006-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",235.0
2006-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",235.8
2006-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",236.5
2007-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",237.255
2007-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",238.107
2007-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",238.538
2007-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",239.140
2007-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",239.637
2007-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",240.345
2007-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",240.843
2007-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",241.450
2007-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",242.037
2007-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",242.581
2007-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",243.305
2007-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",243.979
2008-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",244.564
2008-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",244.926
2008-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",245.659
2008-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",245.608
2008-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",245.902
2008-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",246.406
2008-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",246.863
2008-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",247.208
2008-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",247.723
2008-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",247.995
2008-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.486
2008-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.508
2009-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.963
2009-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.087
2009-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.360
2009-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.579
2009-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.643
2009-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.492
2009-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.149
2009-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.519
2009-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.415
2009-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.643
2009-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.211
2009-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.219
2010-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.034
2010-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",247.997
2010-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",247.914
2010-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",247.959
2010-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.128
2010-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.295
2010-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.430
2010-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.430
2010-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.568
2010-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.692
2010-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",248.993
2010-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.284
2011-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.621
2011-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",249.924
2011-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",250.158
2011-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",250.412
2011-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",250.660
2011-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",251.178
2011-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",251.834
2011-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",252.329
2011-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",252.668
2011-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",253.184
2011-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",253.619
2011-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",254.150
2012-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",254.512
2012-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",254.951
2012-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",255.474
2012-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",256.056
2012-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",256.451
2012-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",256.813
2012-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",257.153
2012-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",257.647
2012-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",258.233
2012-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",258.816
2012-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",259.216
2012-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",259.644
2013-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",260.142
2013-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",260.719
2013-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",261.176
2013-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",261.679
2013-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",262.263
2013-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",262.797
2013-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",263.239
2013-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",263.860
2013-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",264.321
2013-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",264.684
2013-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",265.496
2013-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",266.228
2014-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",266.892
2014-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",267.481
2014-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",268.287
2014-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",268.923
2014-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",269.715
2014-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",270.149
2014-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",270.891
2014-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",271.493
2014-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",272.118
2014-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",272.730
2014-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",273.436
2014-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",273.997
2015-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",274.762
2015-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",275.470
2015-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",276.258
2015-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",277.003
2015-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",277.524
2015-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",278.284
2015-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",279.329
2015-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",279.921
2015-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",280.737
2015-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",281.429
2015-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",282.129
2015-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",282.779
2016-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",283.714
2016-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",284.502
2016-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",285.122
2016-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",285.853
2016-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",286.855
2016-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",287.819
2016-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",288.524
2016-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",289.367
2016-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",290.369
2016-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",291.378
2016-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",292.227
2016-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",293.066
2017-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",293.769
2017-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",294.543
2017-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",295.012
2017-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",295.741
2017-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",296.461
2017-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",297.215
2017-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",297.676
2017-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",298.904
2017-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",299.711
2017-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",300.814
2017-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",301.430
2017-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",302.428
2018-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",303.213
2018-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",303.784
2018-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",304.812
2018-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",305.720
2018-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",306.808
2018-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",307.183
2018-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",308.050
2018-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",309.004
2018-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",309.522
2018-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",310.401
2018-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",311.247
2018-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",312.132
2019-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",312.998
2019-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",314.072
2019-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",315.051
2019-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",316.172
2019-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",317.030
2019-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",317.949
2019-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",318.777
2019-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",319.370
2019-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",320.436
2019-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",320.862
2019-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",321.611
2019-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",322.247
2020-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",323.487
2020-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",324.483
2020-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",324.540
2020-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",324.391
2020-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",324.973
2020-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",325.425
2020-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",326.249
2020-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",326.782
2020-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",327.043
2020-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",327.421
2020-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",327.801
2020-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",328.217
2021-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",328.577
2021-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",329.127
2021-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",330.022
2021-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",331.231
2021-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",332.129
2021-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",333.770
2021-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",335.389
2021-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",336.052
2021-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",337.358
2021-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",338.887
2021-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",340.516
2021-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",341.930
2022-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",342.914
2022-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",344.727
2022-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",346.465
2022-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",348.242
2022-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",350.221
2022-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",352.544
2022-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",354.619
2022-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",357.113
2022-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",359.631
2022-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",362.298
2022-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",364.655
2022-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",367.450
2023-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",369.979
2023-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",372.654
2023-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",374.754
2023-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",376.425
2023-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",378.323
2023-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",380.071
2023-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",381.821
2023-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",383.031
2023-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",385.354
2023-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",386.705
2023-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",388.466
2023-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",390.110
2024-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",392.397
2024-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",394.088
2024-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",395.904
2024-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",397.231
2024-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",398.712
2024-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",399.611
2024-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",401.065
2024-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",402.992
2024-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",404.062
2024-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",405.642
2024-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",407.015
2024-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",408.126
2025-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",409.653
2025-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",410.811
2025-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",411.724
2025-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",413.103
2025-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",414.155
2025-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",414.883
2025-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",415.851
2025-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",417.669
2025-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",418.528
2025-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",-
2025-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",419.286
2025-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",420.983
